${0},,
"${0} ${1} already exists.","${0} ${1} on juba olemas.",
"${0} ${1} does not exist","${0} ${1} ei eksisteeri",
"${0} ${1} has been modified after loading please reload entry.","${0} ${1} on muudetud pärast laadimist, palun laadige kirje uuesti.",
"${0} ${1} is linked with existing records.","${0} ${1} on seotud olemasolevate kirjetega.",
"${0} account not set in Inventory Settings.","Konto ${0} ei ole varude seadetes määratud.",
"${0} already applied.","${0} on juba rakendatud.",
"${0} already saved","${0} on juba salvestatud",
"${0} already submitted","${0} on juba esitatud",
"${0} bank entries created","${0} pangakirjet loodud",
"${0} before ${1}","${0} enne ${1}",
"${0} cancelled","${0} tühistatud",
"${0} cannot be cancelled","${0} ei saa tühistada",
"${0} cannot be deleted","${0} ei saa kustutada",
"${0} deleted","${0} kustutatud",
"${0} does not have access to the selected file: ${1}","${0} ei pääse valitud failile ligi: ${1}",
"${0} duplicates skipped","${0} duplikaati vahele jäetud",
"${0} entries failed","${0} kirjet ebaõnnestus",
"${0} entries imported","${0} kirjet imporditud",
"${0} entry failed","${0} kirje ebaõnnestus",
"${0} entry imported","${0} kirje imporditud",
"${0} errors — see console","${0} viga — vaata konsooli",
"${0} errors, ${1} warnings. See first issues below.","${0} viga, ${1} hoiatust. Vaata esimesi probleeme allpool.",
"${0} fields selected","${0} välja valitud",
"${0} filters applied","${0} filtrit rakendatud",
"${0} has linked child accounts.","${0} omab seotud alamkontosid.",
"${0} of type ${1} does not exist","${0} tüüpi ${1} ei eksisteeri",
"${0} only has ${1} points","${0} on ainult ${1} punkti",
"${0} only has ${1} points (${2} will be earned from this transaction)","${0} on ainult ${1} punkti (${2} teenitakse selle tehinguga)",
"${0} out of ${1}","${0} / ${1}",
"${0} party ${1} is different from ${2}","${0} osapool ${1} erineb ${2}-st",
"${0} quantity ${1} added.","${0} kogus ${1} lisatud.",
"${0} quantity 1 added.","${0} kogus 1 lisatud.",
"${0} reverse-charge entries created","${0} pöördkäibemaksu kirjet loodud",
"${0} row added.","${0} rida lisatud.",
"${0} rows","${0} rida",
"${0} rows added.","${0} rida lisatud.",
"${0} saved","${0} salvestatud",
"${0} shortcuts","${0} otseteed",
"${0} stored at ${1}","${0} salvestatud asukohta ${1}",
"${0} submitted","${0} esitatud",
"${0} value ${1} does not exist.","${0} väärtus ${1} ei eksisteeri.",
/Users/you/.local/bin/arelleCmdLine,,
0%,,
"0% supplies total","0% käibe kokku",
03-23-2022,,
03/23/2022,,
"1 filter applied","1 filter rakendatud",
12345678,,
"13% taxable supplies","13% maksustatav käive",
"20% taxable supplies (legacy)","20% maksustatav käive (ajalooline)",
2022-03-23,,
"22% taxable supplies (legacy)","22% maksustatav käive (ajalooline)",
"23 Mar, 2022",,
23-03-2022,,
23.03.2022,,
23/03/2022,,
"24% taxable supplies","24% maksustatav käive",
27AAAAA0000A1Z5,,
"5% taxable supplies","5% maksustatav käive",
"9% taxable supplies","9% maksustatav käive",
9888900000,,
"A submittable entry is deleted only if it is in the cancelled state.","Esitatav kirje kustutatakse ainult tühistatud olekus.",
"API Base URL","API baas-URL",
Account,Konto,
"Account ${0} does not exist.","Konto ${0} ei eksisteeri.",
"Account Entries","Konto kirjed",
"Account Name","Konto nimi",
"Account Type","Konto tüüp",
Accounting,Raamatupidamine,
"Accounting Entries",Raamatupidamiskirjed,
"Accounting Ledger Entry","Pearaamatu kirje",
"Accounting Services",Raamatupidamisteenused,
"Accounting Settings","Raamatupidamise seaded",
Accounts,Kontod,
"Accounts Payable","Võlad tarnijatele",
"Accounts Receivable","Ostjate nõuded",
"Accumulated Depreciation","Akumuleeritud kulum",
Action,Toiming,
Active,Aktiivne,
"Add Account","Lisa konto",
"Add Customers","Lisa kliente",
"Add Group","Lisa grupp",
"Add Items","Lisa kaupu",
"Add Row","Lisa rida",
"Add Suppliers","Lisa tarnijaid",
"Add Taxes","Lisa makse",
"Add a few customers to create your first sales invoice","Lisa mõned kliendid oma esimese müügiarve loomiseks",
"Add a few suppliers to create your first purchase invoice","Lisa mõned tarnijad oma esimese ostuarve loomiseks",
"Add a filter","Lisa filter",
"Add a remark","Lisa märkus",
"Add attachment","Lisa manus",
"Add invoice terms","Lisa arve tingimused",
"Add products or services that you buy from your suppliers","Lisa tooted või teenused, mida ostate tarnijatelt",
"Add products or services that you sell to your customers","Lisa tooted või teenused, mida müüte klientidele",
"Add quote terms","Lisa hinnapakkumise tingimused",
"Add transfer terms","Lisa ülekande tingimused",
"Add'l Discounts",Lisasoodustused,
"Additional ${0} Serial Numbers required for ${1} quantity of ${2}.","Nõutav on täiendavalt ${0} seerianumbrit ${1} koguse ${2} jaoks.",
"Additional quantity (${0}) required${1} to make outward transfer of item ${2} from ${3} on ${4}","Nõutav on täiendav kogus (${0})${1} toote ${2} väljamineva ülekande tegemiseks kohast ${3} kuupäeval ${4}",
Address,Aadress,
"Address Display","Aadressi kuvamine",
"Address Line 1","Aadressirida 1",
"Address Line 2","Aadressirida 2",
"Address Name","Aadressi nimi",
"Adjustments (+)","Korrigeerimised (+)",
"Adjustments (-)","Korrigeerimised (-)",
"Administrative Expenses",Halduskulud,
Alert,Hoiatus,
All,Kõik,
"Allow to bypass filters","Luba filtrite eiramist",
Amount,Summa,
"Amount (EUR)","Summa (EUR)",
"Amount Paid","Makstud summa",
"Amount: ${0} and writeoff: ${1} is less than the total amount allocated to references: ${2}.","Summa: ${0} ja mahakandmine: ${1} on väiksem kui viidetele eraldatud kogu summa: ${2}.",
"Amount: ${0} is less than the total amount allocated to references: ${1}.","Summa: ${0} on väiksem kui viidetele eraldatud kogu summa: ${1}.",
Amounts,Summad,
"An entry is cancelled only if it is in the submitted state.","Kirje tühistatakse ainult esitatud olekus.",
"An entry is submitted only if it is submittable and is in the saved state.","Kirje esitatakse ainult siis, kui see on esitatav ja salvestatud olekus.",
"An error occurred.","Ilmnes viga.",
And,Ja,
"Annual Report",Aastaaruanne,
"Annual Report (XBRL)","Aastaaruanne (XBRL)",
"Applicable anywhere in ${0}","Rakendub kõikjal ${0}'s",
"Applicable when POS is open","Rakendub kui kassa on avatud",
"Applicable when Quick Search is open","Rakendub kui kiirotsing on avatud",
"Applicable when Template Builder is open","Rakendub kui mallide koostaja on avatud",
"Applicable when a entry is open in the Form view or Quick Edit view","Rakendub kui kirje on avatud vormivaates või kiirmuutmisvaates",
"Applicable when the List View of an entry type is open","Rakendub kui kirjetüübi loendvaade on avatud",
"Application of Funds (Assets)","Varade paigutus",
"Applied Coupon Codes","Rakendatud kupongikoodid",
"Applied Items","Rakendatud kaubad",
Apply,Rakenda,
"Apply Discount After Tax","Rakenda allahindlus pärast makse",
"Apply Price List","Rakenda hinnakiri",
"Apply and view changes made to the print template","Rakenda ja vaata prindimallile tehtud muudatusi",
April,Aprill,
Arelle,Arelle,
"Arelle CLI Path","Arelle käsurea tee",
"Arelle CLI path not configured — XBRL validation unavailable. Set path in Accounting Settings.","Arelle käsurea tee ei ole seadistatud — XBRL valideerimine pole saadaval. Seadista tee raamatupidamise seadetes.",
"Arelle CLI path not set","Arelle CLI tee pole määratud",
"Arelle binary not found","Arelle käivitatavat faili ei leitud",
Arial,,
"Ascending Order","Kasvav järjestus",
Asset,Vara,
Assets,Varad,
"Attach Image","Lisa pilt",
"Attach Invoice","Lisa arve",
Attachment,Manus,
August,August,
"Auth Token",Autentimistokken,
"Auto Payments",Automaksed,
"Auto Stock Transfer","Automaatne laosaldode ülekanne",
Auto-submit,Automaatesitamine,
Autocomplete,"Automaatne täitmine",
"Available Loyalty Points","Saadaolevad lojaalsuspunktid",
Back,Tagasi,
"Back Reference",Tagasiviide,
"Bad import data, could not read file.","Vigased impordandmed, faili ei saanud lugeda.",
Balance,Saldo,
"Balance Amount","Saldo summa",
"Balance Sheet",Bilanss,
"Balance sheet does not balance — Assets ≠ Liabilities + Equity. Fix ledger before exporting.","Bilanss ei tasa — Varad ≠ Kohustused + Omakapital. Paranda pearaamat enne eksportimist.",
Bank,Pank,
"Bank Account",Pangakonto,
"Bank Accounts",Pangakontod,
"Bank Archival ID","Panga arhiivi ID",
"Bank Entry",Pangakirje,
"Bank Import","Pankade import",
"Bank Name","Panga nimi",
"Bank Overdraft Account","Arvelduskrediidi konto",
"Banking Services",Pangateenused,
Barcode,Vöötkood,
"Barcode ${0} has an invalid length.","Vöötkoodi ${0} pikkus on vale.",
"Barcode must be exactly 12 digits.","Vöötkood peab koosnema täpselt 12 numbrist.",
"Base Grand Total","Põhikogu summa",
"Based On",Põhineb,
Batch,Partii,
"Batch ${0} does not belong to Item ${1}","Partii ${0} ei kuulu kaubale ${1}",
"Batch ${0} only has ${1} quantity available but ${2} is required","Partiis ${0} on saadaval ainult ${1}, kuid nõutakse ${2}",
"Batch Series","Partiide seeria",
"Batch Series cannot contain the following characters: /, ?, &, =, %","Partiide seeria ei tohi sisaldada järgmisi tähemärke: /, ?, &, =, %",
"Batch not set for row ${0}.","Partii pole rea ${0} jaoks määratud.",
"Batch set for row ${0}.","Partii on rea ${0} jaoks määratud.",
"Bill Created","Arve loodud",
Billing,Arveldamine,
Billion,Miljard,
Black,Must,
Blue,Sinine,
Both,Mõlemad,
"Both From and To Location cannot be undefined","Nii algus- kui sihtkoht ei tohi olla määramata",
Buildings,Ehitised,
CHE-123.456.789,,
"CSV import is not yet supported for ${0}. Export a CAMT.053 XML statement instead.","CSV-import pole ${0} jaoks veel toetatud. Eksportige CAMT.053 XML-väljavõte.",
"Can Change Discount","Saab muuta allahindlust",
"Can Change Rate","Saab muuta määra",
Cancel,Tühista,
"Cancel ${0}?","Tühistada ${0}?",
"Cancel Button Colour","Tühistamise nupu värv",
"Cancel or Delete an entry.","Tühistage või kustutage kirje.",
Cancelled,Tühistatud,
"Cannot Commit Error","Salvestamise viga",
"Cannot Delete","Ei saa kustutada",
"Cannot Delete Account","Ei saa kontot kustutada",
"Cannot Export","Ei saa eksportida",
"Cannot Import","Ei saa importida",
"Cannot Open File","Ei saa faili avada",
"Cannot add an item to a submitted invoice.","Esitatud arvele ei saa kaupa lisada.",
"Cannot cancel ${0} ${1} because of the following ${2}: ${3}","Ei saa tühistada ${0} ${1} järgmise ${2} tõttu: ${3}",
"Cannot cancel ${0} because of the following ${1}: ${2}","Ei saa tühistada ${0} järgmise ${1} tõttu: ${2}",
"Cannot delete ${0} ""${1}"" because of linked entries.","Ei saa kustutada ${0} ""${1}"" seotud kirjete tõttu.",
"Cannot open file","Ei saa faili avada",
"Cannot perform operation.","Ei saa toimingut teha.",
"Cannot read file","Ei saa faili lugeda",
"Capital Equipments","Põhivara seadmed",
"Capital Stock",Põhikapital,
Cash,Sularaha,
"Cash Denominations","Sularaha nimiväärtused",
"Cash Entry",Kassaoperatsioon,
"Cash In Denominations","Sularaha nimiväärtuste järgi",
"Cash In Hand","Kassas olev sularaha",
"Cash and Bank","Sularaha ja pank",
Cashflow,Rahavoog,
Ceil,"Ülespoole ümardamine",
"Central Tax",Keskmaks,
"Change DB","Vaheta andmebaas",
"Change File","Vaheta fail",
"Change Ref Type","Vaheta viite tüüp",
"Changes made to settings will be visible on reload.","Seadete muudatused on nähtavad pärast uuesti laadimist.",
Chargeable,Tasustatav,
"Chart Of Accounts Reviewed","Kontoplaan üle vaadatud",
"Chart of Accounts",Kontoplaan,
Check,Tšekk,
"Check Digits",Kontrollnumbrid,
"City / Town","Linn / Alev",
"Claims to Owner","Nõuded omaniku vastu",
Classic,Klassikaline,
Clear,Tühjenda,
"Clear Synced Data From ERPNext SyncQueue","Tühjenda sünkroonitud andmed ERPNexti järjekorrast",
"Clearance Date","Kliirimise kuupäev",
"Clearance Date not set.","Kliiringukuupäev pole määratud.",
"Clicking continue will remove all the selected items.","Jätkamisel eemaldatakse kõik valitud kaubad.",
Close,Sulge,
"Close ${0} and try manually.","Sulgege ${0} ja proovige käsitsi.",
"Close POS Shift","Sulge kassavahetus",
"Close Quick Search","Sulge kiirotsing",
Closing,Sulgemine,
"Closing ${0} Amount can not be negative.","Sulgemissumma ${0} ei saa olla negatiivne.",
"Closing (Cr)","Sulgemine (Kr)",
"Closing (Dr)","Sulgemine (Db)",
"Closing Amount",Sulgemissumma,
"Closing Amounts",Sulgemissummad,
"Closing Cash",Sulgemissularaha,
"Closing Cash In Denominations","Sulgemissularaha nimiväärtuste järgi",
"Closing Date",Sulgemiskuupäev,
Collapse,Ahenda,
"Collection Factor",Kogumistegur,
"Collection Rules","Kogumise reeglid",
Color,Värv,
Colour,Värv,
"Commission on Sales",Müügikomisjon,
Common,Üldine,
Company,Ettevõte,
"Company Logo","Ettevõtte logo",
"Company Name","Ettevõtte nimi",
"Company Setup","Ettevõtte seadistamine",
Completed,Lõpetatud,
"Computers and Equipment","Arvutid ja seadmed",
Condition,Tingimus,
"Consolidate Columns","Ühenda veerud",
"Consultations and Training","Konsultatsioonid ja koolitus",
Consumer,Tarbija,
Contact,Kontakt,
Contacts,Kontaktid,
Contains,Sisaldab,
Context,Kontekst,
Continue,Jätka,
"Continue submitting Sales Invoice?","Jätkata müügiarve esitamist?",
"Contra Entry","Kontrarje kirje",
"Conversion Error","Konverteerimise viga",
"Conversion Factor",Konverteerimisnäitaja,
Converted,Teisendatud,
"Coop Pank","Coop Pank",
"Cost Of Goods Sold Acc.","Müüdud kaupade maksumuse konto",
"Cost of Goods Sold","Müüdud kaupade maksumus",
"Could not connect to database file ${0}, please select the file manually","Ei saanud ühenduda andmebaasifailiga ${0}, palun valige fail käsitsi",
Count,Arv,
"Counter Cash Account","Kassaraha konto",
Counterparty,Vastaspool,
Country,Riik,
"Country Code",Riigikood,
"Country code used to initialize regional settings.","Riigikood regionaalsete seadete lähtestamiseks.",
"Coupon ${0} is not applicable for applied items.","Kupong ${0} ei kehti valitud kaupade suhtes.",
"Coupon Code",Kupongikood,
"Coupon Name","Kuponi nimi",
Coupons,Kupongid,
Courier,Courier,
Cr.,Kr.,
"Cr. ${0}","Kr. ${0}",
Create,Loo,
"Create ${0} Entries","Loo ${0} kirjet",
"Create Demo","Loo demo",
"Create Journal Entries","Loo raamatupidamiskirjeid",
"Create Payment.","Loo makse.",
"Create Purchase","Loo ost",
"Create Purchase Invoice","Loo ostuarve",
"Create Sale","Loo müük",
"Create Sales Invoice","Loo müügiarve",
"Create a demo company to try out ${0}","Looge demofirma, et ${0} järele proovida.",
"Create a new company and store it on your computer","Loo uus ettevõte ja salvesta see arvutisse",
"Create a new company or select an existing one from your computer","Looge uus ettevõte või valige olemasolev oma arvutist",
"Create a new entry of the same type as the List View","Loo uus kirje sama tüübiga mis loendvaates",
"Create new ${0} entry?","Luua uus ${0} kirje?",
"Create your first purchase invoice from the created supplier","Looge esimene ostuarve loodud tarnijalt",
"Create your first sales invoice for the created customer","Looge esimene müügiarve loodud kliendile",
Created,Loodud,
"Created By","Loodud kasutaja poolt",
"Created as drafts — review and attach invoices, then submit.","Loodud mustanditena — vaata üle, lisa arved ja seejärel esita.",
"Creating Items and Parties","Kaupade ja osapoolte loomine",
"Creating Journal Entries","Raamatupidamiskirjete loomine",
"Creating Purchase Invoices","Ostuarvete loomine",
Credit,Kreedit,
"Credit Card Entry","Krediitkaardi kirje",
"Credit Note",Kreeditarve,
Creditors,Võlausaldajad,
Currency,Valuuta,
"Currency Name","Valuuta nimi",
Current,Praegune,
"Current Assets",Käibevara,
"Current Liabilities","Lühiajalised kohustused",
"Custom Field","Kohandatud väli",
"Custom Fields","Kohandatud väljad",
"Custom Form","Kohandatud vorm",
"Custom Hex","Kohandatud hex",
Customer,Klient,
"Customer Created","Klient loodud",
"Customer Currency","Kliendi valuuta",
"Customer has no loyalty points to redeem","Kliendil pole lunastamiseks lojaalsuspunkte",
Customers,Kliendid,
Customizations,Kohandused,
"Customize Form","Kohanda vormi",
"Customize your invoices by adding a logo and address details","Kohandage arveid, lisades logo ja aadressiandmed",
"Dark mode","Tume režiim",
Dashboard,Töölaud,
Data,Andmed,
"Data Sync Interval (In Minutes)","Andmete sünkroonimise intervall (minutites)",
"Database Error","Andmebaasi viga",
"Database file: ${0}","Andmebaasifail: ${0}",
Date,Kuupäev,
"Date Format","Kuupäeva formaat",
"Date Time","Kuupäev ja aeg",
Day,Päev,
Debit,Deebet,
"Debit Note",Deebetarve,
Debtors,Võlgnikud,
December,Detsember,
"Decrease print template display scale","Vähenda prindimalli kuvamismõõtkava",
Default,Vaikimisi,
"Default Account","Vaikimisi konto",
"Default Cash Denominations","Vaikimisi sularaha nimiväärtused",
"Default Location","Vaikimisi asukoht",
Defaults,Vaikeväärtused,
Delete,Kustuta,
"Delete ${0}?","Kustutada ${0}?",
"Delete Account","Kustuta konto",
"Delete Failed","Kustutamine ebaõnnestus",
"Delete Group","Kustuta grupp",
Delivered,Tarnitud,
Denomination,Nimiväärtus,
Depreciation,Kulum,
"Depreciation Entry","Kulumi kirje",
"Depreciation and Impairment Loss (Reversal)","Kulum ja väärtuse langus (tühistamine)",
Description,Kirjeldus,
Details,Üksikasjad,
"Device ID","Seadme ID",
"Device is offline. Please connect to a network to continue.","Seade on võrguühenduseta. Jätkamiseks looge võrguühendus.",
"Difference Amount","Vahe summa",
"Direct Expenses","Otsesed kulud",
"Direct Income","Otsesed tulud",
"Directory for database file ${0} does not exist, please select the file manually","Andmebaasifaili ${0} kataloog ei eksisteeri, palun valige fail käsitsi",
Disabled,Keelatud,
"Discount Account","Allahindluste konto",
"Discount Account is not set.","Allahindluste konto ei ole määratud.",
"Discount Amount","Allahindluse summa",
"Discount Amount (${0}) cannot be greated than Amount (${1}).","Allahindluse summa (${0}) ei tohi olla suurem kui summa (${1}).",
"Discount Percent","Allahindluse protsent",
"Discount Percent (${0}) cannot be greater than 100.","Allahindluse protsent (${0}) ei saa olla suurem kui 100.",
"Discount Percentage","Allahindluse protsent",
"Discount Type","Allahindluse tüüp",
"Discounted Amount","Allahinnatud summa",
Discounts,Allahindlused,
"Display Amount In Words","Kuva summa sõnadega",
"Display Description In Invoice","Kuva kirjeldus arvel",
"Display Doc","Kuvatav dokument",
"Display Logo in Invoice","Kuva logo arvel",
"Display Precision","Kuvamise täpsus",
"Display Precision should have a value between 0 and 9.","Kuvamise täpsus peab olema vahemikus 0–9.",
"Display Scale","Kuvamise skaala",
"Display Terms and Conditions","Kuva tingimused",
"Display Time In Invoice","Kuva kellaaeg arvel",
"Dividends Paid","Makstud dividendid",
"Do not Contact","Ärge võtke ühendust",
"Doc ${0} ${1} not set","Dokument ${0} ${1} pole määratud",
Docs,Dokumendid,
"Document Name","Dokumendi nimi",
Documentation,Dokumentatsioon,
"Does Not Contain","Ei sisalda",
Done,Valmis,
"Download the taxonomy zip from xbrl.eesti.ee, unzip it, and place the et-gaap_<version> folder in reports/EstonianAnnualReport/taxonomy/. See the README for details.","Laadi taksonoomia zip alla xbrl.eesti.ee-st, paki lahti ja pane et-gaap_<versioon> kaust reports/EstonianAnnualReport/taxonomy/ kausta. Vaata README.",
Dr.,Dr.,
"Dr. ${0}","Dr. ${0}",
Draft,Mustand,
Duplicate,Dubleeri,
"Duplicate Entry","Dubleeri kirjet",
"Duplicate Template","Dubleeri malli",
"Duplicate columns found: ${0}","Leiti duplikaatveergusid: ${0}",
"Duplicate detection uses the archival ID, so re-importing the same statement is safe.","Duplikaatide tuvastamine kasutab arhiivi ID-d, seega sama väljavõtte uuesti importimine on ohutu.",
"Duties and Taxes","Tollimaksud ja maksud",
"Dynamic Link","Dünaamiline link",
"EE Bank Statement Import","EE pangaväljavõtte import",
EE123456789,,
"ERP Sync Items","ERP sünkroonimise kaubad",
"ERPNext Sync","ERPNext sünkroonimine",
"ERPNext Sync Queue","ERPNext sünkroonimise järjekord",
"ERPNext Sync Settings","ERPNext sünkroonimise seaded",
"EU B2B supplies (incl. goods + services)","EL B2B tarned (sh kaubad + teenused)",
"EU Business","EL ettevõte",
"EU Consumer","EL eraisik",
"EU Establishment Input VAT","EL põhimõttel sisendkäibemaks",
"EU Establishment Output VAT","EL põhimõttel väljundkäibemaks",
"EU Establishment VAT Payable","EL põhimõttel KM kohustus",
"EU Partner VAT","EL partneri KMKR number",
"EU acquisitions + RC services","EL soetused + pöördmaksustamise teenused",
"EU goods acquisitions","EL kaupade soetused",
"EU goods supplies","EL kaupade tarned",
"Earnest Money",Tagatisraha,
Eight,Kaheksa,
Eighteen,Kaheksateist,
Eighty,Kaheksakümmend,
"Electronic Equipments",Elektroonikaseadmed,
Element,Element,
Eleven,Üksteist,
Email,E-post,
"Email Address","E-posti aadress",
"Employee Expense",Tööjõukulud,
Empty,Tühi,
"Empty file selected","Valiti tühi fail",
"Enable Barcodes","Luba vöötkoodid",
"Enable Batches","Luba partiid",
"Enable Coupon Code","Luba kupongikoodid",
"Enable Discount Accounting","Luba allahindluste arvestus",
"Enable ERPNext Sync","Luba ERPNext sünkroonimine",
"Enable Form Customization","Luba vormide kohandamine",
"Enable Inventory","Luba varude arvestus",
"Enable Invoice Returns","Luba arvetagastused",
"Enable Item Enquiry","Luba kauba päringud",
"Enable Item Group","Luba kaubagruppe",
"Enable Lead","Luba liide",
"Enable Loyalty Program","Luba lojaalsusprogramm",
"Enable POS Without Inventory","Luba kassa ilma laoarvestuseta",
"Enable Partial Payment","Luba osaline makse",
"Enable Partial payment to pay partial amount","Luba osaline makse osalise summa tasumiseks",
"Enable Point of Sale","Luba kassapunkt",
"Enable Price List","Luba hinnakirjad",
"Enable Pricing Rule","Luba hinnareeglid",
"Enable Serial Number","Luba seerianumbrid",
"Enable UOM Conversion","Luba mõõtühikute teisendus",
Enabled,Lubatud,
"Enabled For","Lubatud jaoks",
Endpoints,Lõpp-punktid,
"Enter Country to load States","Sisestage riik, et laadida maakonnad",
"Enter State","Sisestage maakond",
"Enter barcode","Sisestage vöötkood",
"Enter weight barcode","Sisestage kaaluline vöötkood",
"Entertainment Expenses",Vastuvõtukulud,
Entry,Kirje,
"Entry Currency","Kirje valuuta",
"Entry Label","Kirje silt",
"Entry No","Kirje nr",
"Entry No.","Kirje nr.",
"Entry Type","Kirje tüüp",
"Entry has Grand Total ${0}. Please verify amounts.","Kirje kogusumma on ${0}. Palun kontrollige summasid.",
Equity,Omakapital,
Error,Viga,
Estonia,Eesti,
"Estonian GAAP taxonomy not found","Eesti GAAP taksonoomiat ei leitud",
"Estonian Non-Registered","Eesti KM mittekohustuslane",
"Estonian VAT Registered","Eesti KM kohustuslane",
